Murder and Assault,Kidnapping and Abduction,Sexual Assault,Theft and Burglary,Riots,Accident Prone Areas
27.166188424334326 78.06200176255952,27.186569361942293 77.9809515825264,,,27.162825158394565 78.02356593670712,27.184312042932124 78.05367869126947
27.217094339500427 77.91153161326389,27.19301218539721 78.02314047296528,,,27.149090672670336 78.00094343942406,27.22873822552094 77.97244404678956
27.198370720226553 78.0270412134163,27.18365144257612 77.9355069321199,,,27.145405311756026 78.04492192008112,27.189051241798516 77.92502242488077
27.187166496966608 78.05448657720211,27.216039704636405 77.9514921068206,,,27.214833503220763 77.94936824079501,27.230111081183463 77.95667930148925
27.204523676831375 77.955547831391,27.228387374820507 78.05266860307242,,,27.178927985173434 77.98402506582273,27.163257427626995 78.02017142386637
27.222047832789915 78.01231547866178,27.200424040885984 77.93401182082334,,,27.219623636631624 77.98635017340214,27.12257991636005 78.01307415039774
27.133155180073835 78.04740123808385,27.184630921660737 78.05684209353883,,,27.233955240024297 77.8841871675952,27.165007968316058 78.03988580917749
27.20004875455338 78.00899197354425,27.167735997081536 78.06056849651287,,,27.233487350946326 77.93976251493406,27.13210473160512 78.00522341393025
27.195374665783355 77.9925474494314,27.213640632622607 77.92876270637169,,,27.11996835255521 77.99958832302153,27.24094033271798 77.93140598031658
27.23492328222559 77.95504471685906,27.152829626256267 78.02167224885468,,,27.236357778661205 77.97854527361145,27.194210456337476 78.04196932667513
27.242306607006217 77.97224334195883,27.251681001057126 78.03601124274927,,,27.226829840409863 77.9601865006667,27.198872933551996 77.97381833917228
27.179040197403207 78.06870136440516,27.145016436785266 77.96655422448794,,,27.17470196005064 77.9779775101384,27.162350591344456 77.97141439078435
27.211781110876196 78.01848612433079,27.22709399696513 78.00114396183312,,,27.216914430426655 77.96214612511783,27.158229671851075 78.06836307775939
27.1993873404178 77.97701893649385,27.2139588012345 78.05171557812939,,,27.189705536783656 78.00380275092644,27.127228967212798 77.98908062722785
27.22196769610704 78.01057872022432,27.237585138552227 77.9338526281339,,,27.250497386936225 78.0314559490732,27.13410714458081 78.03215468950432
27.21275914032716 77.90397411516062,27.19847157332605 78.02613506906552,,,27.127708671086513 78.0388768423136,27.178218780474097 78.01139934103243
27.16587710680876 77.95687540710281,27.178173157415998 78.04282216352598,,,27.215819465215866 78.00752771571095,27.19185362282115 78.03250087049317
27.157554652960215 77.98229146753752,27.21987341118613 77.89879112489872,,,27.213706443142016 78.02367003836281,27.165082949937702 78.05980543800636
27.204624832023985 77.91831857854167,27.203548808466184 77.96118481595222,,,27.155947440301855 77.98799988798676,27.13901883613714 78.0675183934177
27.14590938008868 78.03274412911117,27.20228263961947 78.0366630124997,,,27.229310183768895 78.0145279710725,27.20896416631101 78.01984235331395
27.183347341606535 78.03789589526781,27.139766504655334 78.04477325988609,,,27.207818656618006 77.9777526514051,27.22543786147789 77.91310915712042
27.227624822148403 78.04314331582829,27.1575964933573 77.97195561988111,,,27.178881515090282 78.0189989333214,27.105629250563805 78.01648848527498
27.229846182001722 77.90248727910182,27.196965005246927 77.997829447585,,,27.159677103129095 77.95882066326584,27.238627511891554 77.91456941587074
27.163619413019124 78.04666070355313,27.175003881911625 77.98941936575883,,,27.220937126878464 78.05180686729226,27.16626771862965 77.99147391114326
27.1207182526758 78.00728160727105,27.202133943370246 77.94279679105216,,,27.22321112290174 77.9455686748013,27.173828075151373 77.93967929317355
27.174962065207517 77.98473901305377,27.217768512870332 78.04998704773648,,,27.195833566469418 77.98025134282395,27.22685994502666 78.04258918482083
27.237350637695062 77.90521771422846,27.234998409512162 77.90581482198303,,,27.245050177910926 78.02994572380675,27.18081480402766 78.02316037952009
27.240842194790893 78.04033666768726,27.152164578132084 78.05684136586683,,,27.175526793963886 78.0656778324441,27.138818284168387 78.00334852258928
27.17847792091852 78.05334173592726,27.23720279860262 78.04405815858675,,,27.22665801782653 77.89124117977424,27.13889122671777 78.00843877954229
27.148348766688464 78.00961023449699,27.183215218708405 77.99323909333373,,,27.235890176448336 77.97824785012757,27.159751625834804 78.02218151680638
27.148730642458343 78.02360623103334,27.215994380961188 78.05933088429482,,,27.208902594450663 77.95338884932987,27.11700569246171 78.0217625731142
27.20918986211969 77.9382666696891,27.163804258218573 77.97381521473099,,,27.15908580259628 77.98020574471488,27.224291108987465 78.04314082544511
27.181360828770824 77.96503462307358,27.241193396436767 77.9747077708662,,,27.16905345657351 77.95286921099047,27.213332298190494 77.93810318837185
27.232874763092482 78.01164461505238,27.173454955227996 78.02975926949433,,,27.114907988205097 78.02558719260921,27.22349221699483 78.00142237270244
27.22821696283617 77.9527783708793,27.146772514507138 78.04179797052227,,,27.17335165920591 77.96819722463445,27.152676195247196 78.03577605145993
27.19676860477342 78.03510444829578,27.197334467021697 78.05880923635107,,,27.181732227749688 78.05649456117126,27.15119327978354 78.00258599434817
27.149223853644674 78.01811349607632,27.150380494392117 77.97061559929489,,,27.195105965251322 78.054053121414,27.13699355736642 78.02141380275039
27.178346572043647 77.97282682970243,27.157710973655565 77.96135868628058,,,27.18458004871531 77.92884325248438,27.215019305956186 77.93924500955617
27.240185258879002 77.93249795782451,27.187746333617905 77.98540101132876,,,27.205880245034596 77.98032977835614,27.17399108097172 78.07292660546794
27.13544832373624 78.06412853595653,27.210177413766935 77.91037112123894,,,27.154378803925432 78.0468503666896,27.140983523730554 78.02449008043436
27.15442721039612 78.02624126113277,27.23105628870007 77.9425610771078,,,27.205550271637932 77.95767540960462,27.1425487167538 77.97894444669417
27.213968031511445 77.92414838039984,27.218360965175282 77.97661717746978,,,27.21955292920394 77.95282194680958,27.227667971450742 77.89590055511168
27.20023821815611 78.00742528262353,27.17802047119644 77.97353297555244,,,27.195219134095176 78.00273283687406,27.190590097951855 77.97052581034839
27.207268699939476 77.91285391234253,27.24256606257482 78.02409814193527,,,27.18150736266313 77.97330055622604,27.2256422509592 77.94589503926808
27.180389229524433 77.95897113567078,27.125406812037916 78.01731804176995,,,27.20255783623658 78.00111995140902,27.189562197741424 77.94547527868265
27.23127293526541 78.00997140916895,27.235944683699465 77.90841014855684,,,27.2180079863005 78.05745154361342,27.16376194963342 78.05609052325892
27.10216860501448 78.0089740988332,27.16200966450967 78.031904147507,,,27.237679625187013 77.91175983375315,27.12299539142275 77.98641818446762
27.23924498774527 77.90231022382399,27.151797031902724 78.01456858491693,,,27.16475847749655 78.05280414069253,27.17960121971153 77.9868217783054
27.23685793783109 77.9204388740896,27.212843793249764 77.97793696450742,,,27.1128434569748 78.01521414600622,27.21184329047247 77.90224174473285
27.179320221751357 77.95868551123561,27.174698071448173 77.95809210991622,,,27.224229021114336 77.96988419944515,27.17109348952587 77.97399483894355
27.19596783297627 77.98881959581963,27.212757328517274 78.00288261384036,,,27.237664317676092 77.93008674558708,27.12884449195249 77.98755266740265
27.124356981891136 78.02398189389022,27.12428694594846 78.04096877598268,,,27.220871493955546 77.9627624747704,27.148770940383496 78.03573518582475
27.22529841053944 77.91286966193394,27.193681103262925 78.0293635286341,,,27.156935907044105 78.0101783046395,27.18911281990351 77.98133321008527
27.14626487193538 77.96441461135767,27.126588616359403 78.0089068769512,,,27.129190467593993 78.03657416739732,27.182397591823573 77.99818794975343
27.14441441095952 77.97749125010608,27.113602996394796 78.02233207333018,,,27.247969180922023 78.0319707004056,27.229361551298236 77.98354041974078
27.18324488779542 77.93856822786941,27.118640010261533 78.02840382814883,,,27.2035202308857 78.05720394988406,27.207598866970834 77.91315485693832
27.133532876490044 77.98874598766307,27.20938857703952 77.98450642157559,,,27.248496328871987 78.04746347546075,27.21496293647145 77.91267279830755
27.148920663040048 77.96433456351036,27.1770947701397 77.98369829024858,,,27.14572584149427 78.03422196239183,27.131981369535392 78.05033184998167
27.2332008134876 77.88802743614737,27.22283618544098 77.97091156885593,,,27.201271023875844 77.9449765550218,27.19298825081977 78.02343467920534
27.184578529760337 77.99565758213603,27.23651374699164 77.95160653783527,,,27.224181366759414 77.95136915053203,27.227376114326614 78.04986402803549
27.22710728795184 77.92756321726826,27.101152956333415 78.00598346126866,,,27.19434120161619 77.96975937919137,27.13830009236737 78.04144385450415
27.23667716346008 77.92034981836677,27.216028699614675 77.9806297840005,,,27.206107439372488 77.9526688903361,27.145140388047402 78.01037080741085
27.183933188393368 77.95207423552593,27.21019309039294 78.02690856023315,,,27.162424780162873 78.01936090291275,27.165285889321744 77.99661838727383
27.198115090082588 78.04435808318813,27.188995288164136 77.93269004602286,,,27.12297988801466 78.025098173699,27.223235477916443 78.0525508421156
27.147488962363365 77.99996482286397,27.183813801659248 77.9667958152514,,,27.226102517613185 77.93724268323913,27.21410173865744 77.98276138185561
27.212321771318837 78.03265345803501,27.213132686434488 77.92700681559124,,,27.232165835115616 77.8885917608838,27.234189667482276 77.959100622517
27.16074225137038 78.01518606255732,27.198793751711715 77.98087132609791,,,27.22856387945531 77.90727086134737,27.165074733155134 78.06037440899648
27.118209013734475 78.03204755932279,27.175090342532624 77.96304117249538,,,27.20272608482462 77.96246161519103,27.19307455710599 78.04739012201583
27.206368180459332 77.9073041190496,27.119303791163304 78.03717822782583,,,27.21189499801836 77.99896210122716,27.231018907550087 77.9087720517256
27.189680164529396 77.99466182102313,27.169299744928622 78.03368520812454,,,27.23052966360675 78.012812999557,27.15494800155938 77.9635811295578
27.186135327572035 77.95774740716882,27.24078652292458 78.0245743435712,,,27.140308802058506 78.0376585552227,27.19608642878298 77.93237730894816
27.230037467152933 78.03303324650766,27.15932625138474 78.000527541791,,,27.243416259638614 78.04556476656062,27.155059228425497 77.99160995077281
27.193667547562903 77.9235936049601,27.205118697498214 77.9454714047586,,,27.163429178418486 77.9579092893978,27.114942884813217 78.01292456027497
27.22311047291153 78.03203322183153,27.211838548433093 77.954879858423,,,27.231257804095947 77.97431071753152,27.224430517457773 78.05530006392175
27.150138109077737 78.00186016522592,27.23355723640237 77.89593166384054,,,27.122416456708894 78.04027711141866,27.211582343553136 78.01644989266569
27.16122964979573 77.95367800218628,27.23971609206398 77.90932444445596,,,27.24577430193712 78.00692797263038,27.175006029190786 77.97058991370858
27.153695376524162 78.01506774673872,27.213138959205 77.9619143999519,,,27.141702943464903 77.99409868513449,27.137778447296462 78.06390715930239
27.209962148235174 78.01372271948891,27.21223591955202 78.00290843395749,,,27.134735159662842 78.03177409438489,27.140968839231157 77.98868059373525
27.132749900804264 77.99378500314404,27.20947855126249 78.04633223665668,,,27.18229926157197 77.93647554275182,27.191362790444728 77.9580106339256
27.210093755643896 77.9914430530427,27.23956021934534 78.00926044224482,,,27.17876255282594 78.02421280893046,27.22204577434596 77.91111743616278
27.158708497885165 77.98954919163198,27.209693225032463 78.05802931828705,,,27.22734622042785 77.93530428792212,27.146723759361677 78.03469258799196
27.189069337936036 77.98096773009131,27.147702382008607 78.00315414052247,,,27.232010825215042 77.99546513544568,27.208090404833957 78.03684498140329
27.11891453586736 78.03441004225083,27.21391965270927 78.02732458502055,,,27.213754572294917 77.938818476003,27.185153131477605 78.04032673159332
27.154654226004965 77.96044102090572,27.205468501999803 78.0113234504808,,,27.146782184628382 78.07214979230598,27.113379939234612 78.00752905759806
27.22197176767737 77.89464991807219,27.231584166559642 78.05175343636228,,,27.20552158226671 77.99210039325199,27.191091268124314 77.92798229705461
27.242043532085876 78.03279851893505,27.20065778967098 77.9622661291578,,,27.12306094047392 77.99068464222434,27.21106314751783 78.0262892043173
27.22124294812151 77.90946900973138,27.19474349331801 77.95033928845818,,,27.21978193421594 78.00001548885793,27.153799582574855 78.06681721202109
27.200514883014847 77.93342257493103,27.15115668320285 77.97707029251674,,,27.20421378804369 77.92842920558503,27.233425745632985 77.96800537620845
27.1408175110177 78.02449662907487,27.18933606453633 78.05923009824265,,,27.139887872608377 77.97366073595677,27.13939060494413 78.01687992203844
27.18184318012772 77.9584118012764,27.2403156504561 78.0364178103261,,,27.146773718047776 78.05161293329277,27.23968985241089 77.98815655709481
27.233883223106325 77.9432039904081,27.220161514696365 77.99607341553441,,,27.20037607169434 77.91861635315207,27.15439073361152 77.98237348263801
27.24316059154022 77.9935847360537,27.198648055945494 77.96846459329744,,,27.179619823467995 77.98658513491947,27.21291446531143 78.01497640464609
