Murder and Assault,Kidnapping and Abduction,Sexual Assault,Theft and Burglary,Riots,Accident Prone Areas
26.459434385132216 74.67332734708859,,,,26.496541299450882 74.64482059313781,26.49393938818778 74.64698383806419
26.402575754018148 74.6590354398779,,,,26.482794912340502 74.62790618399764,
26.468929497026448 74.61236727201322,26.41357995149254 74.61479402409148,,26.42535413473338 74.66793930359171,26.483013992151847 74.66582158765398,26.494051957032834 74.61648895296446
26.43445948699584 74.64652214114085,26.461807951673908 74.57572582787253,,26.42843165358497 74.6734026189178,26.42230327553936 74.68076625786212,26.42376769571805 74.66887717165022
26.4456657343523 74.69081602737548,26.423166140987384 74.60585015712867,,26.485278156905434 74.63094769601574,26.40905492576604 74.6478479299253,26.437410566995172 74.58672225317004
26.43740112018078 74.60146274774648,26.471106990324394 74.62084862340032,,26.432512238397265 74.66180681703989,26.435155560149525 74.64784178545293,26.44124136391314 74.68267075838537
26.49928427479178 74.65521813818118,26.453786052145862 74.59860124224616,,26.44006709465798 74.67296885820755,26.428161431568686 74.61394964849367,26.432806627666785 74.62450252270547
26.465987400736076 74.65949688196429,,,,26.421815831698115 74.62908472100308,26.38706962150886 74.63773659166863
26.412549538487852 74.66285986515882,,,,26.428958139370852 74.61340534369629,26.42581195771528 74.60122886753412
26.44818229965031 74.59948260375563,,,,26.46754903970123 74.59114158577948,26.45136639301449 74.63532550753233
26.400624519122193 74.6479143218645,,,,26.446683610650897 74.63327060905085,26.424856436853165 74.63931078678796
26.491252245883054 74.65674941464782,,,,26.433348975472637 74.62687866423768,26.513647408012236 74.64501942476855
26.419447632120743 74.61114757132344,,,,26.441304905379663 74.68919346687044,26.43958143589518 74.68832067867623
26.48319223475319 74.6243837436108,,,,26.440661550705308 74.62387012533425,26.437342244042974 74.65250186830882
26.451453065871764 74.6298731265005,,,,26.477521273960292 74.61004991769252,26.42514838699403 74.68081141994033
26.389229762005755 74.63901290266475,,,,26.401142248819703 74.63816154363529,26.457097754226208 74.60649950814437
26.456568296000736 74.57768837525667,,,,26.45321143540018 74.68829944502787,26.48042838320774 74.6702492680772
26.485903112547987 74.6107590180625,,,,26.474615880463865 74.59606692244297,26.419923312336635 74.61206221489729
26.429399353518523 74.61439354338108,,,,26.40264889685901 74.61970176166889,26.44681573145777 74.59305541556823
26.4281059709465 74.59422063694973,,,,26.48036815322139 74.64391030641384,26.47724200628661 74.60112465347324
26.44012290980534 74.63381328800703,,,,26.429243069197373 74.59861918316447,26.41512865277719 74.63872664093992
26.447802227595975 74.66951719804172,,,,26.425928886475692 74.64698947097114,26.45836979512682 74.57214853724601
26.431033663121628 74.67180535678273,,,,26.420569177181136 74.65110249603735,26.479388821890083 74.62358054258694
26.47164213908432 74.62037372216898,,,,26.48234420283732 74.62288561428463,26.449948851384715 74.6687891692381
26.47913080999734 74.64794279450695,,,,26.44778537094173 74.67195630912614,26.438856666786474 74.6033059839151
26.49077728071243 74.6405792748427,,,,26.45190016259695 74.67133686693788,26.440966649189207 74.67537892448925
26.396978049359365 74.62246942669448,,,,26.460251736376176 74.67824255223326,26.498342293562096 74.6237394127848
26.470585146535697 74.60874720984218,,,,26.464404041113767 74.67450703947483,26.451888244427643 74.6161818576964
26.441731686415572 74.65806866228031,,,,26.478120884267742 74.6615452148767,26.48045654179219 74.59527654808272
26.404102611024356 74.65384224758819,,,,26.473334853593652 74.58724041658091,26.429894096153706 74.61727189339389
26.454588794981614 74.61640904584733,,,,26.438417455216825 74.59478248716611,26.469749123705505 74.65735440027352
26.46141922808875 74.61051447953417,,,,26.400977581443623 74.63388253007925,26.39362507189006 74.64301970957234
26.48835723817735 74.6070128309385,,,,26.42996105288979 74.6294047295765,26.486129479577347 74.62302872631717
26.446415048007708 74.63415916635512,,,,26.49579645065094 74.63490642247821,26.47593738555389 74.64123719836509
26.488789251248964 74.64680215854818,,,,26.440322812712566 74.59065652008834,26.40460658299131 74.61735974991558
26.478685575112408 74.63952626024069,,,,26.43513189060218 74.62786111193427,26.44019747016448 74.62898970468967
26.471780241661182 74.65209816221893,,,,26.461070449537445 74.63639463622523,26.48513443284545 74.61035501002524
26.434099572898745 74.6444380043921,,,,26.44521233750696 74.59642367072631,26.400016678209923 74.62077909896703
26.51161907375351 74.63906193176445,,,,26.46717197597182 74.5886218151225,26.469645912232014 74.59576296922339
26.48048760645319 74.6487668522376,,,,26.476744380517395 74.62738724701508,26.453682065384225 74.57239154316952
26.49908483007332 74.62327550360008,,,,26.429105793133978 74.6591113637765,26.455341014956065 74.58088737516736
26.43949570719215 74.60580048669456,,,,26.479743620595634 74.6489555538067,26.46138092438378 74.66074876289517
26.48888699285232 74.62594539974816,,,,26.42747461713761 74.65729570351054,26.408472280267365 74.61371778258005
26.438933235200167 74.63606385923023,,,,26.456676871038805 74.67829187980978,26.459194487525572 74.61900680392837
26.461979167409115 74.58582389004995,,,,26.455903368078058 74.59216295244346,26.511808057844522 74.64452995728655
26.458267436004714 74.66033152835317,,,,26.44404924473241 74.65155777986658,26.42337709936604 74.5993487261571
26.428362704307776 74.65186600766525,,,,26.435925938891113 74.6234194632606,26.462542580660234 74.66314330734231
26.4638784450948 74.6823143579037,,,,26.404827476807604 74.61799231112505,26.409623479110277 74.64421724698516
26.445750947644854 74.64110273826314,,,,26.420308851370837 74.63913932020752,26.443959345926825 74.61785781996211
26.425608926446845 74.61695494413713,,,,26.468900953519118 74.63200234869055,26.41522214339664 74.62722164534264
26.47504738388051 74.60488064476003,,,,26.47960351200213 74.60446981598155,26.389789667229312 74.64368099310406
26.490884890451717 74.65115303300806,,,,26.42129050961218 74.62311076640563,26.478649371963517 74.59510499103361
26.477728283834807 74.64973675544319,,,,26.45221477472211 74.67400950688007,26.433870681806958 74.66665946183969
26.391091465587365 74.63340548927694,,,,26.44505175595336 74.6861301104026,26.482606399272722 74.62841851969797
26.48029101516884 74.60846063993294,,,,26.460511831771104 74.57404764757723,26.42192025361658 74.67194730278801
26.441852582138065 74.61170644908857,,,,26.432820127269412 74.68560006100068,26.470427400434286 74.6421096031516
26.40356411355506 74.65019809057458,,,,26.49060514039167 74.65226775760331,26.499715021870415 74.65900229962455
26.486143632199358 74.65047831265029,,,,26.442725771237026 74.595474731041,26.490639547531224 74.66366990217534
26.4458343548267 74.60560168587628,,,,26.490736020003297 74.64718081423469,26.495303378094377 74.63980234637711
26.464156291087075 74.67802216011813,,,,26.47995415350102 74.66511871368154,26.48136149437378 74.66554774868699
26.438762569866196 74.63983855583191,,,,26.457075413089086 74.58831695464592,26.47092214650911 74.614514251815
26.443681037357653 74.68095227168376,,,,26.453956066486537 74.58064626217981,26.479978389240213 74.64791521074692
26.451178191983097 74.69372278045296,,,,26.39722550337581 74.62790182294877,26.479329601239336 74.66589547669274
26.40925142083471 74.63916455350284,,,,26.43866103309295 74.667722608268,26.387351246505926 74.63629327862584
26.449254870587136 74.63418051757688,,,,26.47549108362397 74.58983662587616,26.399257343111223 74.63842530888074
26.42474442549574 74.65663130056663,,,,26.453304250066637 74.60656539969689,26.471355157415587 74.6565777252299
26.465829210494533 74.60341825510972,,,,26.493419296656423 74.63131193734421,26.409900791150633 74.6675736515101
26.490658749970834 74.66545417062571,,,,26.477460529599508 74.63026482064795,26.43530268638721 74.67730767577781
26.49203029077979 74.66181728339232,,,,26.469422998465294 74.61959224290618,26.4233271172953 74.6255240996265
26.421653758366944 74.62249955328268,,,,26.429401853611118 74.68780141057687,26.428411137903282 74.66671446386155
26.447383631886826 74.62884405232913,,,,26.463672389386613 74.6329560635143,26.421886357005285 74.63861581902592
26.44870797853116 74.69170613815854,,,,26.46108982611519 74.58696736979736,26.50135234619309 74.64198218278936
26.421772594335724 74.67041466004996,,,,26.50517591501797 74.63673177233389,26.48117343208984 74.64560387402483
26.44827673094368 74.6779989680891,,,,26.417834457689356 74.6552404738752,26.432811293447372 74.66981535498485
26.495137109563597 74.6210352417962,,,,26.39792683783749 74.62914883901593,26.418534749621625 74.66674466654001
26.500310881768197 74.65666837143883,,,,26.41572234412903 74.65628106117904,26.415726144260784 74.66190690313248
26.456175943211857 74.60629042805938,,,,26.455313424109303 74.64015963688955,26.48067713863035 74.64618095168522
26.461825999039075 74.68423129860012,,,,26.413159966949245 74.62868562569824,26.39272363185342 74.6293480587554
26.479457852240692 74.59700344775767,,,,26.481152198222734 74.63539355640249,26.44381250540207 74.67664786866214
26.48664865569334 74.65668660600797,,,,26.440590785084737 74.6093163180205,26.462226154797357 74.62642863814955
26.413300950058478 74.6178834421887,,,,26.51311666521046 74.6425217103709,26.496749504127905 74.64686090209544
26.43059670404443 74.6700254932044,,,,26.402557178417087 74.62913255811621,26.44862389045176 74.5816568292924
26.4531663584541 74.66505407036027,,,,26.470141741358738 74.60477145167631,26.466667265069304 74.61741452241134
26.479283651950972 74.66013042572207,,,,26.476468765585654 74.62383403271224,26.486624670508448 74.61974758492042
26.49484015708687 74.66037572099285,,,,26.41531869630583 74.66088106459189,26.502627691125014 74.62870549464034
26.425871170122264 74.6587906771109,,,,26.497394807431434 74.66045133925688,26.41175948095233 74.638487530253
26.481480108740563 74.60686602830982,,,,26.442632318988665 74.67246106722179,26.43295486509576 74.67773064850807
26.42732367890023 74.60544517925298,,,,26.41715321299543 74.6041012785589,26.51128797516895 74.65131909647594
26.408340053558604 74.65208096855699,,,,26.414733328828 74.60939877546122,26.424134405630245 74.61803950957308
26.43327019194802 74.59903505419861,,,,26.466016470653447 74.67396497585723,26.499109597215092 74.64442957438249
26.4362763185379 74.59688176996673,,,,26.41777047315335 74.60447323468996,26.41139915773918 74.64144646683265
26.46461794111322 74.67261802575207,,,,26.452881011068953 74.58032640136615,26.4372771052203 74.67066311855604
26.468785309438374 74.60526861552269,,,,26.457364681531896 74.60409015138855,26.419507776204767 74.61160422431954
26.437917787605663 74.6562055978701,,,,26.4333345080326 74.6292548543402,26.412293560809903 74.65522633133682
26.415827581566475 74.63327852951035,,,,26.50282292511434 74.62412181805497,26.43049947654895 74.67419634825401
26.48358089368489 74.63452729491652,,,,26.436833285872464 74.6505247970941,26.45974334314916 74.62204605866053
26.441329671179076 74.59062427653086,,,,26.466045608650358 74.67595210458023,26.44523971352602 74.59626723165385
26.50619911213442 74.64675723008828,,,,26.409724819807796 74.61756254025468,26.450901380943925 74.63500834443427
26.430671806924497 74.63416499513232,,,,26.4933452604911 74.64838808862739,26.45582815004453 74.59279416194343
26.482776201192713 74.6404095514635,,,,26.516335262829475 74.64773512642606,26.475416419572532 74.61791205997694
26.443041577623998 74.6589295136704,,,,26.43509841600646 74.66451087229552,26.46435594801984 74.5789284365389
26.43368919710296 74.61197994515985,,,,26.461320830531214 74.64156021769361,26.48721207097637 74.65754395671803
26.46099076738831 74.66681983768747,,,,26.416064026193567 74.64420836696709,26.494577485538414 74.66255169721674
26.480852393292263 74.64269636977669,,,,26.393577882219454 74.63060673792121,26.434869022319173 74.6126951311713
26.460589626491743 74.60437412121802,,,,26.40427741885539 74.65790585138939,26.436552841355212 74.677699328209
26.434163782627195 74.6845187626878,,,,26.41861275229674 74.63415358485112,26.439948313984292 74.65151769240138
26.413483421278432 74.65183215334338,,,,26.434612123930556 74.69403624298067,26.492045254280082 74.64335337886301
26.40597469911664 74.66007118207257,,,,26.42260016169565 74.67360020902058,26.506166564249174 74.62832489419569
26.44167345267076 74.65801542450701,,,,26.45859815070382 74.5923534039783,26.401686585695437 74.6383498212077
26.442174578554557 74.67647267844119,,,,26.459301361776525 74.64117168162278,26.46990919022507 74.61071809728408
26.473458473212336 74.64052868642759,,,,26.421391014032093 74.61544242077012,26.4505422478589 74.58874155659409
26.390274037944735 74.6417466899321,,,,26.45952722487573 74.68073853786181,26.449078011528172 74.67793071049542
26.45846744111157 74.64449308596002,,,,26.45646050525312 74.59647857624923,26.4522272743734 74.66269186091205
26.46541272232117 74.58585045131926,,,,26.495173107891038 74.63402688159984,26.4434176797566 74.61280978475193
