Murder and Assault,Kidnapping and Abduction,Sexual Assault,Theft and Burglary,Riots,Accident Prone Areas
26.870546916854355 75.71533794478444,,,,26.891517893952578 75.93544166847136,26.89238166006789 75.92565578567435
26.866101459391277 75.83209113505505,,,,26.89885245493426 75.66238993297726,26.924304880706107 75.71022729490726
26.86203807786825 75.87210448764155,,,,26.874082450591263 75.83620153407637,26.96046896019771 75.80597827430977
26.934225682244374 75.6873138972304,,,,26.81127156959882 75.82333472833353,26.872672449361154 75.72680811137238
26.83035265277422 75.77558739191213,,,,26.797871245125755 75.782227619392,26.908329664494083 75.69595255442965
26.884956461161668 75.7282804612783,,,,26.94032023194031 75.75199983874764,26.859328961050533 75.83508559029946
26.8665717062901 75.71651124768157,,,,26.91592606935211 75.64467893579844,26.93929207232046 75.81534549587529
26.971179026993322 75.7484123934327,,,,26.8721750489402 75.79753548476003,26.810738944434313 75.77325861872339
26.898425481782386 75.79789833102473,,,,26.805861438542905 75.83642708743099,26.960810598734817 75.84763939364964
26.938948113011605 75.67960459101107,,,,26.864200676273324 75.70026772738217,26.855320300086177 75.91572034401236
26.893086222515986 75.91066963598725,,,,26.88454111292051 75.92367486613153,26.869672116095522 75.92990690244791
26.935818182203707 75.81213943790456,,,,26.881553308061136 75.73012683435591,26.79968769692372 75.84977288860601
26.84357053564393 75.89628782888909,,,,26.901142049295018 75.8657623063404,26.95399022953649 75.83361923574967
26.810683466818723 75.88324648156843,,,,26.89957253621094 75.86938883677695,26.83571527387691 75.88971725950209
26.99290231509862 75.75849182119225,,,,26.880022496786726 75.93783262060539,26.835635777645123 75.84343954750722
26.885303642627306 75.8097317556456,,,,27.016121329412183 75.78217886589897,26.891822966385003 75.81468239144108
26.859310316753213 75.7460103296208,,,,26.87846527114976 75.7469027185168,26.842564848256206 75.7260342467282
26.958183236471253 75.82467405484921,,,,26.946768859197228 75.80655836271177,26.86186530005611 75.74642287870562
26.843618430451563 75.78931184203327,,,,26.85905628811931 75.84971399649024,26.747210003757072 75.84808279760765
26.971270602337423 75.82024219497137,,,,26.883298139847355 75.83128848093268,26.9321164764152 75.88183824101826
26.978416985697287 75.81394952265732,,,,26.822263959150007 75.76996327140837,26.803770911524616 75.79382637344644
26.987073673814656 75.76886401315966,,,,26.91172844013266 75.70597539293868,26.840913203018243 75.73611336536057
26.920209609203557 75.70926789947193,,,,26.7744380560558 75.82900139026736,26.790322966302213 75.8068349986757
26.997463657728932 75.80357484864199,,,,26.95315711618499 75.75211257290685,26.796405704681824 75.79284201594027
26.92543901486054 75.67190281757894,,,,26.995969427061173 75.80469976015627,26.935634518795155 75.78290190054501
26.944696875292045 75.69664660887196,,,,26.880658848318856 75.75672979778658,26.90390613488759 75.69838463996402
26.914239451963127 75.89747212231151,,,,26.958116348249195 75.77149440637366,26.91450539646627 75.86458788955736
26.96019905686456 75.79628705893987,,,,26.914879651131578 75.69266787745866,26.975176811173814 75.81975497095458
26.85873721237061 75.72726050667143,,,,26.839923188020474 75.88419065139588,26.769163487456474 75.82871015328382
26.79919189113071 75.80068618115257,,,,26.82586331891404 75.87035256912235,26.89181771125258 75.82130581226605
26.86171610842342 75.74034495421346,,,,26.978860559843664 75.82316991460974,26.971614764205373 75.8007702619378
26.913753057688652 75.89528344054726,,,,26.943710412295346 75.83726669071802,26.84542207644332 75.83518782597196
26.991148970782184 75.76426233491733,,,,26.952505677414923 75.70404044676573,26.880122700559202 75.79493144884694
26.891229442936414 75.69531338967634,,,,26.801061912191376 75.86167656262897,26.95551420294029 75.81305058771743
26.907136834142477 75.89255346728308,,,,26.841359601997745 75.88554337679496,26.833575993727013 75.86269196893397
26.982431840071207 75.74802836907894,,,,26.895739009334076 75.7668375924836,26.88123399831767 75.69920098661994
26.918325428882266 75.90208025684493,,,,26.898259149067762 75.76843062788663,26.917780722673253 75.78925253552977
26.941967971682956 75.76851395395325,,,,26.85257275943895 75.87843827354648,26.903990128544088 75.77277860644641
26.866526526251103 75.70834936379283,,,,26.930530745913707 75.75713419768518,26.88738640726003 75.81407726253104
26.80505551945291 75.82678988339748,,,,26.90832894548878 75.7682931107849,26.835876035741297 75.88915291717333
26.811706389643856 75.88710519981171,,,,26.821935269072558 75.81740866746027,26.826832500512428 75.80444924268383
26.860915225706773 75.88217636218128,,,,26.915688651333838 75.80879728893652,26.864771965814857 75.80488932006449
26.885169678141043 75.74522160957068,,,,26.798198155692546 75.88094604686073,26.98082733600228 75.75582625289438
26.845794333754835 75.79372217457247,,,,26.937787929641427 75.6769773245265,26.948638475263706 75.814136871652
26.87574968101716 75.72161655120159,,,,26.873878795381245 75.79286522398017,26.831005445046152 75.82930157053168
26.953503998516826 75.69816631975478,,,,26.831857991213848 75.82983974058327,26.912986437936116 75.76704700068335
26.886174731106195 75.69466221811861,,,,26.935330815466116 75.88470918681298,26.891631777892595 75.68622771649038
26.846279441439073 75.89777035848192,,,,26.90549579152376 75.71847437396394,26.927419317573857 75.87404553620317
26.853968160109627 75.84231320301917,,,,26.937577019628915 75.76265902326627,26.95347383131016 75.7378093785961
26.859867589711417 75.84293187561791,,,,27.01806152978168 75.76955674256823,26.843168045457766 75.83941087859911
26.82772905104279 75.75261641346687,,,,26.824642881990375 75.81122093437996,26.885260107622738 75.93653759055205
26.88143238414817 75.90870769856814,,,,26.890152815767873 75.67015338040704,26.94080242225121 75.71979279025969
26.91407199713376 75.86619201045957,,,,26.806183788457407 75.81481921565248,26.87848237651218 75.9136564679101
26.892987121850595 75.68158505193229,,,,26.83289814036779 75.81471176683607,26.7825825544599 75.84045738796588
26.973555334953275 75.78901825166162,,,,26.908832140101666 75.76743625601712,26.893120802213296 75.878576262837
26.914719145490597 75.70781828421535,,,,26.80887313143061 75.87504648296495,26.854157006659733 75.80770981599368
26.97421286532744 75.7519954071655,,,,26.883023152074436 75.79469677113104,26.845936332952306 75.91945243488259
26.95946732010808 75.74291951222602,,,,26.89266605722667 75.90558841669943,26.912589244411127 75.7773034589424
27.004858605512062 75.76571606949194,,,,26.913246452127172 75.77802524231484,26.939665464825758 75.67085746202586
26.81544920676605 75.8140071338633,,,,26.9609324124245 75.72405388865366,26.8018050541759 75.8610352834569
26.832366817877684 75.76515818605978,,,,26.89375514512757 75.802406669002,26.982521464372034 75.8114107833046
26.786734630344142 75.86123598149368,,,,26.972574505827513 75.81709381581811,26.998937098750325 75.80782820700658
26.896459762508528 75.88926447949548,,,,26.801996027131892 75.83650141005276,26.798262669955335 75.78986873708682
26.832424078188904 75.83271358859115,,,,26.774509041743407 75.85659002785329,26.85647415949737 75.89418362204316
26.946843523004084 75.81418094889816,,,,26.79951269544683 75.8143950000212,26.872261457036146 75.76419879727547
26.901890902241536 75.76011511699251,,,,26.9758468563745 75.71962031623919,26.765082353548806 75.83332677682168
26.946396226165998 75.82253888073275,,,,26.915710166405887 75.80862990326455,26.95613276651789 75.76985095047702
26.94576747471379 75.84061008650004,,,,26.92861350764225 75.71961575358361,26.875513341675614 75.89253521610306
26.79655033765068 75.86301586392435,,,,27.001553806077187 75.7517260895978,26.947715530329525 75.7365594176653
26.769501064834614 75.83401749087275,,,,26.800371335278218 75.88427009770929,26.90533877195601 75.76481506103165
26.922097292227022 75.73897452218019,,,,26.888541832782344 75.7672456594725,26.7730322022194 75.8257810557792
26.90281072547296 75.80222937337368,,,,26.82734823506905 75.8070459118931,26.880453317479592 75.7391116835286
26.89085138681612 75.80533088528219,,,,26.93197113826183 75.8153059001076,26.857397408188305 75.73802184363801
26.94112369585238 75.67517450772965,,,,26.851814806211923 75.87733661422875,26.987882238124637 75.78474877477348
26.813728911852486 75.84555240117035,,,,26.94933159248477 75.85023877652091,26.883249295167506 75.72782910568894
26.882995815664607 75.84841775917117,,,,26.942393681059137 75.80059662244119,26.8492777936732 75.7199437201591
26.92899728707312 75.86198626267857,,,,26.886164916543525 75.74697933261304,26.87379472100238 75.8105092665487
26.845805648000646 75.82090248401722,,,,26.890900183943454 75.7827184329375,26.814643352436367 75.78308257168307
26.813280379646116 75.82879328015552,,,,27.010950806155716 75.77933386205773,26.981062137347163 75.79593009504781
26.9363688430245 75.75882556714072,,,,26.965192505029023 75.77187015584697,26.946535479243554 75.82389644871827
26.904431225990873 75.84661327324937,,,,26.95383526234863 75.72944540427449,26.792832087399717 75.80604612161534
26.975063575156412 75.76860827614587,,,,26.838450626444295 75.81512913006995,26.91125389229911 75.67087157074396
26.89084086084015 75.68342737585678,,,,26.928702648563192 75.80261556590357,26.852273486814436 75.87295529180552
26.830511904379566 75.85783737631476,,,,26.956593884883098 75.75695428025419,26.8919592775535 75.66761345099279
26.930986186243267 75.70276343407795,,,,26.874385977866773 75.72786148114282,26.82670024235966 75.84018344657213
26.825058232842206 75.79807688653682,,,,26.8887571346004 75.89124683818994,26.89349767715993 75.69202175929088
26.937529758714366 75.73387420642275,,,,26.97572539723922 75.76640508342871,26.832260280226766 75.83761403516462
26.773494959981477 75.8457232180258,,,,26.916974925004286 75.7514337023014,26.82760324042621 75.78911412992609
26.79243237243425 75.82663074329459,,,,26.953269139895557 75.83810021904247,26.83538354751993 75.85436964642702
26.82388962383868 75.76431977652754,,,,26.809828523529426 75.8895751127321,26.875733053143318 75.8212295235895
26.873071058800612 75.72860842365274,,,,27.00248954340086 75.79726075280912,26.949316935172913 75.7458882121758
26.86814780867464 75.82990947581928,,,,26.891795028029303 75.76990009785622,26.86514641840744 75.81291014659259
26.838933322772746 75.85843096527164,,,,26.798469626078365 75.80982429547721,26.80530499445055 75.81785668222378
26.86368045691084 75.70430574650865,,,,26.962981822986514 75.71298426369458,26.87154470708254 75.73939378998277
26.92348655827339 75.73517723128603,,,,26.976663081703578 75.71742427744778,26.90806591989332 75.75848997928591
26.857893645469243 75.92208205733453,,,,26.85607012505492 75.87131994489057,26.815650778169886 75.87405934808862
26.8551059190398 75.87864823650087,,,,26.831505294716152 75.78975590989512,26.855757809370832 75.81749051346844
26.812729298788376 75.8527258153271,,,,26.865867526614444 75.8768801163588,26.86664113824935 75.72717641890478
26.836066862721395 75.85931616093544,,,,26.898830918279483 75.77093158784146,26.92242388702661 75.65616890827383
26.817894412660838 75.83869875085149,,,,26.85592556274871 75.73346757671695,26.894623920401575 75.69393635209802
26.918952339464955 75.79228347028646,,,,26.915066221558124 75.88815030066048,26.833760239896506 75.78319437751783
26.84829743094336 75.75096738962968,,,,26.909431258346835 75.80314441943484,26.777176795485275 75.85970319645729
26.88315788576471 75.92697278870854,,,,26.961072896483287 75.79399884297052,26.957184153908493 75.83314633426566
26.88266136844126 75.79146933281541,,,,26.870342525604006 75.90075088643772,26.88121642610774 75.79170567654764
26.952494787028286 75.7847225672545,,,,26.959276102079286 75.75342415105642,26.854638191426023 75.87044765158524
26.917899084173282 75.88979912380324,,,,26.97851468910205 75.82034735920777,26.797658231108148 75.86966577624514
26.81402245957364 75.87139624760898,,,,26.855726131198637 75.72844911759354,26.824329935980668 75.8563923073288
26.910041689004256 75.77790275902018,,,,26.960981473889763 75.77732518014982,26.918564766772842 75.70597066094021
26.947703159909615 75.70151632406447,,,,26.802681183765355 75.87999951274999,26.832262400323167 75.8693422514372
26.768828361426245 75.85353407623462,,,,26.85207365923904 75.88362596780068,26.775100962131912 75.82594787659069
26.765573789959184 75.85408232531972,,,,26.895916116812906 75.76126682017976,26.973650745351947 75.7749754158021
26.886331068692847 75.80633104580036,,,,26.8501320820195 75.87455525288135,26.90991523253159 75.78379381200722
26.926036273554278 75.6741643512388,,,,26.935959697493068 75.76767475212014,26.91732543818555 75.71891022361966
26.99416450551278 75.77821402200614,,,,26.919579078345127 75.65144391132415,26.886927094528073 75.72996670156716
26.93058176959305 75.67726198647222,,,,26.887423163201646 75.80586715427891,26.835451159252315 75.85141341019494
26.834508370993195 75.74000862001532,,,,26.924472243630042 75.72669911890702,26.852961110952428 75.81062757627463
26.910832248839803 75.66204890159406,,,,26.84300719063836 75.73134913082453,26.818692635598918 75.84033874489661
26.883876987507705 75.83418872844204,,,,26.945391721995858 75.69082001464825,26.86267776804041 75.72908598930569
26.991457679957453 75.75094684818677,,,,26.910003826419572 75.66540050196362,26.92000729575404 75.79238904603616
26.899899724743534 75.92089740806989,,,,26.855578592359503 75.84868133446658,26.967845504255347 75.83099698771906
26.99421289740085 75.78611412592231,,,,26.880875232820173 75.89700262244554,26.865590062019443 75.83987364436585
26.856379295771262 75.8824039331904,,,,26.95938630094224 75.72977567092143,26.827030037705974 75.74875599921617
26.888394918725226 75.85768650700767,,,,26.99120539302615 75.81202746566119,26.890743070387753 75.714196546832
26.957212968754735 75.70817713474543,,,,26.868156587755774 75.7939934311999,26.89052250813833 75.85694736099722
