Murder and Assault,Kidnapping and Abduction,Sexual Assault,Theft and Burglary,Riots,Accident Prone Areas
26.831170172928324 75.78092786790414,,,26.871293291731885 75.89208913486938,,
26.819133527190793 75.8252474980913,,,26.810054657909472 75.81626656973432,,
26.777627101856744 75.83605873198125,,,26.826651775377407 75.80826264968601,,
26.896604307941068 75.80286836995448,,,26.782516529214117 75.85708799272058,,
26.97347910686249 75.74497170170294,,,26.804890399181886 75.80911149895653,,
26.93881280788743 75.79597909677695,,,26.81796499374592 75.8537845451819,,
26.815275133074877 75.76461525544443,,,26.967407584880707 75.76017780376425,,
26.857056440203845 75.8042099094426,,,26.783066684579982 75.83456687823681,,
26.794991242504853 75.86453899799423,,,26.849270622482845 75.92073432658331,,
26.820555475813855 75.8967455179006,,,26.87982176804538 75.74053384814732,,
26.87944398949877 75.79206608196414,,,26.914487093070772 75.69560016600663,,
26.851702136129514 75.80914769712683,,,26.80358569548903 75.80965342481201,,
26.880121690434976 75.68045409334029,,,26.904614522942865 75.8709869733108,,
26.86069131870872 75.74921004595447,,,26.77615483044777 75.83602283311366,,
26.796829376592665 75.8745814452159,,,26.858729596730427 75.87492181786368,,
26.980612273769456 75.80323465812725,,,26.787451703904495 75.85833615628654,,
26.861144015170396 75.77845455225818,,,26.869605332682575 75.70181291906351,,
26.888914747687814 75.77104225314687,,,26.836834715517217 75.91452347178664,,
26.94949347032356 75.80619277540083,,,26.95720623704806 75.77565885358992,,
26.77589534936955 75.83454904979878,,,26.87660550437362 75.82319352137931,,
26.938485001198796 75.79960669895445,,,26.808167233765754 75.84425164842683,,
26.90307152931647 75.73332601652866,,,26.932789071985408 75.67999239108148,,
26.790943245507144 75.85921387960089,,,26.987321547455267 75.80409989961863,,
26.79561986781944 75.80655362481471,,,26.90678426306158 75.73475887357004,,
26.90617979826542 75.85244525463303,,,26.982557918842083 75.81450898432294,,
26.914299016854738 75.64428458426389,,,26.872085542313975 75.89178456172779,,
26.99724290012788 75.78118032026103,,,26.842232346131407 75.81957838323791,,
26.815007885453078 75.84134021486403,,,26.93583895996473 75.73293979210233,,
26.99485242204036 75.78780361008843,,,26.86844936581164 75.71588330716308,,
26.813513781400093 75.76684323710168,,,26.781740761584192 75.81029133803601,,
26.929347017221225 75.82661100623439,,,26.826829072291112 75.8305816762436,,
26.904654257590273 75.85373444494756,,,26.922513815798542 75.87070247101632,,
26.988683499585246 75.80872458072776,,,26.985738469168222 75.82460402355657,,
26.84021617792042 75.87189894783974,,,26.984462856566925 75.73495181518794,,
26.912926844247238 75.81952205625122,,,26.899423320993154 75.81903862047591,,
26.965659092449705 75.77557554841988,,,26.846876107139625 75.74000220245752,,
26.812074677001124 75.89583483742939,,,26.94378884950611 75.68229486171244,,
26.9820833501507 75.78348500342707,,,26.88721668775908 75.7351450287881,,
26.927686066276106 75.73314344748093,,,26.9418790680019 75.67765051715044,,
26.982982711346427 75.77562573272492,,,26.88066386201655 75.83029554575707,,
26.856046808722837 75.86856109001403,,,26.968331147104177 75.71590306226442,,
26.836560598281846 75.87097181608375,,,26.94080526947875 75.77507645658771,,
26.772557496525664 75.84811237825177,,,26.96846127656338 75.74157805339163,,
26.830083540270547 75.75670700461862,,,26.85416724097758 75.7563968608089,,
26.879894054977076 75.72707505328326,,,26.78251535907326 75.82338955322975,,
26.82303914941963 75.8774801154218,,,26.89852095392435 75.92295883705258,,
26.900513761865582 75.89513820756335,,,26.904286373020824 75.69911984442393,,
26.92919745634824 75.82217841899887,,,26.817123596917614 75.82145224994778,,
26.852709303733516 75.92038388857272,,,26.876571217497762 75.92868525035503,,
26.96694591783879 75.83527812287026,,,26.87525432548007 75.808865602292,,
26.90882827615134 75.8165762453809,,,26.858269002821313 75.92279071721926,,
26.902795661557178 75.80884717749532,,,26.87818614735461 75.79155710488253,,
26.842148577973212 75.79755923961153,,,26.954099056010342 75.73744408831908,,
26.846900757787804 75.84915510316941,,,26.858910867605424 75.91481027328227,,
26.943366658866033 75.78273827886842,,,26.92363950447195 75.73731185680606,,
26.81952960129387 75.81332443571571,,,26.96291165166401 75.82065187254938,,
26.81552403994825 75.8447800129886,,,26.789654932348842 75.82598807889298,,
26.977616801888914 75.82321748997424,,,26.7844639859426 75.87497699539263,,
26.955030390900667 75.78979791490094,,,26.954564915541646 75.71476106035915,,
26.845697981138294 75.8612100343677,,,26.915769940952348 75.89389439011904,,
26.854200976437134 75.88943439497817,,,26.860318334724802 75.90750291284776,,
26.821382652892805 75.758526942299,,,26.854975152202087 75.82703320158026,,
26.942670620529903 75.72862106940178,,,26.900488961638178 75.7612757339639,,
26.764566018671072 75.84386658245111,,,26.883604214367118 75.7858612710398,,
26.828681624979527 75.84997232114212,,,26.87352872330864 75.81088691718176,,
26.865378214436188 75.69980539036386,,,26.920994459806945 75.8454922209088,,
26.79504372329888 75.80637387239642,,,27.014267858244995 75.77221259385477,,
26.772224954871625 75.85398086935388,,,26.886759736482897 75.69092047231392,,
26.932878412576233 75.81376096822578,,,26.877861845236446 75.91757517334416,,
26.84424879534919 75.74975786686663,,,26.895617583218836 75.76526493003432,,
26.752156088324142 75.84483615804461,,,26.91844999114345 75.73154155180238,,
26.810709174990315 75.76650312517644,,,26.924825521902594 75.8624880296854,,
26.868308731685683 75.80216394299386,,,26.850102916234974 75.86491141677749,,
26.91479865262462 75.75522125724926,,,26.950991792764846 75.86156718442253,,
26.94190734843614 75.80686570190251,,,26.816225672719636 75.85533377279536,,
26.88292165868201 75.69208018969537,,,26.789681653640862 75.85549376448677,,
26.879507797106033 75.70779152852631,,,26.918430680414456 75.65010337179639,,
26.841983806937165 75.76925773889006,,,26.87848496497545 75.72989714560825,,
26.932163060384593 75.81963404276017,,,26.90750577839248 75.91385632395942,,
26.953795149202296 75.71653438393085,,,26.87123416005952 75.80727911309715,,
26.92494537884271 75.77223008967083,,,26.8282177173069 75.77133196578784,,
26.840589009162574 75.89733158341141,,,26.98893967772654 75.76179451247648,,
26.833803739888513 75.83522479067503,,,26.954830338203763 75.71989854263576,,
26.84033168392078 75.74529290601072,,,26.78364699479446 75.87282304422314,,
26.867860667302867 75.88594667285204,,,26.856785393867597 75.83751092838986,,
26.884919618692074 75.77078949502724,,,26.846958791699947 75.80342361865905,,
26.92736731871026 75.7071457449927,,,26.765178951613656 75.85263780942516,,
26.98280580700286 75.80519595151061,,,26.917392935604642 75.64715748776456,,
26.942879490777546 75.82332953155488,,,26.848144013099468 75.76893324322594,,
26.92336452595655 75.84977269468114,,,26.881179232750327 75.73281649530136,,
26.883463289410788 75.82344051608655,,,26.84365722264157 75.73428250546036,,
26.85292101541238 75.83854799928152,,,26.907973187287112 75.91855655759137,,
26.77780639031273 75.87106707791577,,,26.884537344691868 75.80386630245883,,
26.95661904322617 75.74443725285491,,,26.902056805845767 75.66126120538433,,
26.98402738373154 75.7960955305979,,,26.815673409361345 75.8495613327858,,
26.975396885546495 75.83417518291483,,,26.878245579389368 75.6970782759874,,
26.83724626729324 75.74556935573099,,,26.91503747197027 75.70564799654873,,
26.94418718008701 75.6972764503853,,,26.83836371320753 75.74216616469158,,
26.958774091036776 75.71714189909585,,,26.8997774961504 75.80359055588788,,
26.901864444899967 75.66074408231096,,,26.854042890717988 75.7751336679462,,
27.014042433883162 75.78802549020494,,,26.87521429430124 75.90037535461985,,
26.927825598315962 75.86262267560737,,,26.857805793642406 75.80458185085364,,
27.0071738636998 75.78485903237367,,,26.88531002035835 75.86519207996052,,
26.9088745921732 75.72519241891598,,,26.864355751626082 75.91656923213021,,
26.914484255602073 75.64423471455741,,,26.85412255977841 75.89478033189889,,
26.769082949860053 75.82255705153501,,,26.835325652183176 75.90991077573841,,
26.92495329522507 75.85812265036847,,,26.920251883018082 75.81553842232805,,
26.878710815248755 75.72322379188165,,,26.904982276806077 75.69074960770908,,
26.8514629740003 75.73899315183384,,,26.956257186739556 75.82437115501565,,
26.924874512862772 75.87590554906123,,,26.790471034572843 75.86997425030428,,
26.910886159048683 75.82504521060024,,,26.885562856732232 75.924453263272,,
26.958781387324816 75.71088049622735,,,26.85671180088126 75.73928785373633,,
26.967455748264197 75.81514681248997,,,26.941830401486246 75.74367337584073,,
26.968588215665733 75.77691558638527,,,26.977339526155383 75.82779908567683,,
26.829018457489155 75.7480843323432,,,26.902177676674643 75.84297190656403,,
26.91776006537788 75.75053846286829,,,26.8472899165176 75.76683114862048,,
26.93613494107009 75.6865920343845,,,26.858466292540836 75.7387751154276,,
26.958887963907646 75.7585827839641,,,26.856282219444594 75.79514975220066,,
26.913120222457533 75.80214055021106,,,26.809600467231974 75.82572716642322,,
26.963813390157043 75.78423468929996,,,26.918645547101786 75.79033089177413,,
26.943990157166635 75.76761343426381,,,26.841535938742314 75.84272648941776,,
26.859446580471978 75.76932060135593,,,26.868150919645256 75.91576106740862,,
26.995018674610606 75.75761933514356,,,26.945625305105022 75.76438509788096,,
26.89783237632082 75.87735555906163,,,26.8490563285248 75.77960513129797,,
26.91880195665217 75.82976152791974,,,26.76955508205763 75.81328609021008,,
26.82376045737297 75.83957592097133,,,26.88012300766456 75.92075665115499,,
26.95190341925739 75.70406986291238,,,26.87570316268178 75.72765980048702,,
26.904526194284056 75.79398740376752,,,26.914422706841986 75.64578883284285,,
26.869205249448218 75.72647645602105,,,26.848273538486733 75.89580424016853,,
26.889988095889873 75.67001658761679,,,26.850314024276418 75.84942614504602,,
26.87758945174526 75.92169749713271,,,26.914007571407232 75.91049328136216,,
26.87856002691463 75.77263665678935,,,26.925899405646604 75.87541433687704,,
26.917404807955467 75.83337824352607,,,26.954881577967047 75.82915464102456,,
26.947318822153363 75.7617879740644,,,26.872711011513267 75.93353364045856,,
26.93957660821359 75.84049583165407,,,26.835868706030926 75.81610981213827,,
26.85052638130224 75.87855362638648,,,26.909957275720497 75.67746388342228,,
26.888434216366353 75.71324463786657,,,26.768534166429216 75.82224752246346,,
26.979304234586134 75.73090896815182,,,26.862922226498704 75.79949451273919,,
26.956701424504423 75.80667313003947,,,26.796606605660017 75.86342165669315,,
26.833661735334175 75.78924458765884,,,26.894502298309657 75.77673477231698,,
26.95496638856608 75.70787884070654,,,26.868707317920386 75.9269243583826,,
26.795198703816265 75.84016289245774,,,26.93540927117316 75.72040787568447,,
26.828058037109074 75.83920162567327,,,26.98665147501968 75.78477878245664,,
26.81299200724333 75.86460616100162,,,26.924889097794463 75.85324110663801,,
26.761579315292252 75.82612044469218,,,26.984747431118357 75.80496906802202,,
26.921638634062663 75.71658691189732,,,26.995605858992498 75.8042604577804,,
26.89549210987596 75.80030107759181,,,26.855038738133928 75.91804639107963,,
26.870686358167926 75.89064153008569,,,26.885027963852274 75.69326243193943,,
26.927588441784597 75.6842945581031,,,26.91383254809344 75.71603614667752,,
26.822046024766983 75.83728690856915,,,26.86362531955051 75.81055359114804,,
26.852552072349425 75.76514206850827,,,26.93090252970808 75.67875789145751,,
26.797057461394957 75.84435317185834,,,26.931576862762107 75.7571921127968,,
26.957979834691074 75.73178490519354,,,26.96611316128941 75.83114191810552,,
26.938016836406394 75.77722441986369,,,26.86264391265605 75.83091116379228,,
26.941669183831678 75.74401160934697,,,26.861821373619126 75.71109247519693,,
26.832266778407543 75.75867292145422,,,26.930600260198922 75.87269022054375,,
26.946995170563635 75.74460805969339,,,26.86710982079715 75.8971399030368,,
26.925733101425486 75.81746364738905,,,26.93809852435118 75.71364537071399,,
26.853493088077105 75.83813414599577,,,26.91399793731709 75.64383821580408,,
26.918560445706337 75.84943683933906,,,26.80796635680494 75.77428664577214,,
26.882592188311353 75.91044506061851,,,26.771614202913778 75.85512116122466,,
26.94241936015501 75.7876671303364,,,26.95228789154425 75.82993666003975,,
26.753951915644283 75.85324287997514,,,26.95752292169217 75.723480882357,,
26.909506674104502 75.78421510907002,,,26.946779814921427 75.77997549553814,,
26.869774889217034 75.81244356532162,,,26.92469531131907 75.77645760977653,,
26.957220557087172 75.84889366891937,,,26.882949379998088 75.688874101516,,
26.773866590158608 75.84391362678966,,,26.974099240634526 75.74065110734563,,
26.869597481381312 75.90541977442213,,,26.98147874364988 75.77070677408062,,
26.850003087450805 75.80393297896866,,,26.907528531898766 75.84807909546961,,
26.87323031758378 75.82725005133376,,,27.004033568408786 75.75312770253163,,
26.87198394581622 75.7608564522473,,,26.953845497143945 75.69328634206646,,
26.824693167357058 75.84585949000952,,,26.78727293387542 75.81105132216928,,
26.875846329945762 75.89785278668737,,,26.909038346582136 75.80436274734713,,
26.860505143884982 75.81015663591727,,,26.9401254421406 75.77515593855759,,
26.897491816279064 75.90030717387673,,,26.954487153557228 75.74024697566257,,
26.82157839160418 75.85031019516305,,,26.820611472049396 75.81768383597485,,
26.91640287157766 75.90065403363654,,,26.890259020057353 75.79339933217865,,
27.008616132656417 75.7653223908477,,,26.882178487651927 75.75197172906174,,
26.907459480168615 75.86773880936819,,,26.930409389834022 75.84646384636476,,
26.849612573879885 75.83649647757429,,,26.88798372006457 75.70915550632235,,
26.784161044848382 75.8668173168599,,,26.91623286089897 75.88537676923845,,
26.87328814128839 75.78779792632864,,,26.826188394894213 75.7544725497967,,
26.911501411768334 75.82363765258067,,,26.872481072396763 75.91729287856921,,
26.87000724147872 75.78814114411193,,,26.8942880412915 75.67043783337915,,
26.830664129266328 75.90251035946096,,,26.85835166788914 75.91776286526876,,
26.81246421476563 75.7657283571002,,,26.941462926710905 75.76326230031464,,
26.958959064912825 75.79603588556418,,,26.89385846164508 75.7183167078145,,
26.81322857216194 75.78571945070495,,,26.961614399217574 75.78875699524046,,
26.770589834340786 75.81820681896494,,,26.771052755625572 75.82229272865531,,
26.993635699896974 75.79516375033091,,,26.824032609092853 75.85003414832417,,
26.782743826210343 75.86402934225471,,,26.939198850091206 75.79653741114929,,
